Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Location
Norman's Vale (Nott House),Albany,12/11/2009,09NR05994,-76.0993,42.4419280437,"(42.44192804370, -76.09930000000)"
Taylor Center Methodist Episcopal Church and District #3 School,Cortland,07/30/2010,09NR06013,-75.9255,42.6163549318,"(42.61635493180, -75.92550000000)"
Louis Skoler Residence,Onondaga,02/12/2010,08NR05949,-76.1115,43.0408447562,"(43.04084475620, -76.11150000000)"
Preston-Gaylord Cobblestone Farmhouse,Wayne,12/11/2009,09NR06046,-77.0244,43.2659695272,"(43.26596952720, -77.02440000000)"
Spring House,Sullivan,12/02/2009,09NR06045,-74.9194,41.4781232124,"(41.47812321240, -74.91940000000)"
Jewish Center of Lake Huntington,Sullivan,12/11/2009,09NR06044,-74.995,41.6818855372,"(41.68188553720, -74.99500000000)"
Dock Hill Road Extension Stone Arch Bridge,Orange,01/13/2010,09NR06041,-74.0071,41.4429779235,"(41.44297792350, -74.00710000000)"
Trinity Methodist Church (former),Dutchess,01/12/2010,09NR06040,-73.9729,41.5082952537,"(41.50829525370, -73.97290000000)"
"McCready, Robert W. and Mary F., House",Rockland,10/04/2011,09NR06039,-74.193,41.1643555998,"(41.16435559980, -74.19300000000)"
Hillsdale Hamlet Historic District,Columbia,01/27/2010,09NR06026,-73.5221,42.1802594566,"(42.18025945660, -73.52210000000)"
Buffalo Trunk Manufacturing Company,Erie,02/17/2010,09NR06064,-78.861,42.893896018,"(42.89389601800, -78.86100000000)"
Alling and Cory Buffalo Warehouse,Erie,02/17/2010,09NR06075,-78.8696,42.8829316424,"(42.88293164240, -78.86960000000)"
The Kamman Building,Erie,03/01/2010,09NR06076,-78.8491,42.8759227114,"(42.87592271140, -78.84910000000)"
The Church-in-the-Gardens,Queens,12/11/2009,09NR06050,-73.8416,40.7165081026,"(40.71650810260, -73.84160000000)"
The Church-in-the-Gardens,Queens,12/11/2009,09NR06050,-73.8414,40.7162500024,"(40.71625000240, -73.84140000000)"
The Church-in-the-Gardens,Queens,12/11/2009,09NR06050,-73.8415,40.7166865228,"(40.71668652280, -73.84150000000)"
The Church-in-the-Gardens,Queens,12/11/2009,09NR06050,-73.8418,40.7162302553,"(40.71623025530, -73.84180000000)"
Fire Island Light Historic District (Boundary Increase),Suffolk,01/29/2010,09NR06051,-73.2195,40.6313739453,"(40.63137394530, -73.21950000000)"
Sherwood-Jayne House,Suffolk,12/02/2009,91NR00282,-73.0888,40.9397435656,"(40.93974356560, -73.08880000000)"
Jewish Center of Kings Highway,Kings,02/12/2010,09NR06065,-73.9611,40.6098617059,"(40.60986170590, -73.96110000000)"
Jewish Center of Kings Highway,Kings,02/12/2010,09NR06065,-73.9608,40.6098856018,"(40.60988560180, -73.96080000000)"
Christ Episcopal Church,Ulster,11/10/2010,08NR05879,-73.9716,41.6004182604,"(41.60041826040, -73.97160000000)"
Balmville Cemetery,Orange,01/19/2010,09NR05991,-74.0118,41.5345938079,"(41.53459380790, -74.01180000000)"
Kingsway Jewish Center,Kings,02/12/2010,09NR06025,-73.9451,40.6153212639,"(40.61532126390, -73.94510000000)"
Kingsway Jewish Center,Kings,02/12/2010,09NR06025,-73.9452,40.6150725808,"(40.61507258080, -73.94520000000)"
Young Israel of Flatbush,Kings,02/12/2010,09NR06066,-73.966,40.6269333046,"(40.62693330460, -73.96600000000)"
United Church of Madrid & Parsonage,St. Lawrence,11/10/2010,06NR05683,-75.1312,44.7506137713,"(44.75061377130, -75.13120000000)"
Lattingtown Baptist Church,Ulster,10/20/2010,05NR05483,-74.0012,41.6437436363,"(41.64374363630, -74.00120000000)"
Sunday Rock,St. Lawrence,12/07/2010,07NR05808,-74.8941,44.509740422,"(44.50974042200, -74.89410000000)"
New Concord Historic District,Columbia,01/19/2010,08NR05865,-73.5262,42.3940727034,"(42.39407270340, -73.52620000000)"
Cumming - Parker House (aka The Library),Ulster,02/12/2010,09NR06056,-73.9567,41.8309216316,"(41.83092163160, -73.95670000000)"
Alice T. Miner Museum,Clinton,09/24/2010,04NR05342,-73.4354,44.8863258041,"(44.88632580410, -73.43540000000)"
Werrenrath Camp,Clinton,11/29/2010,07NR05799,-73.8003,44.7556129244,"(44.75561292440, -73.80030000000)"
Brook Chapel,Rockland,02/01/2010,09NR06016,-74.1741,41.1240367935,"(41.12403679350, -74.17410000000)"
Main Street Historic District,Dutchess,01/27/2010,09NR06028,-73.5102,41.9536560743,"(41.95365607430, -73.51020000000)"
M/V MOHICAN,Warren,08/19/2010,98NR01365,-73.7097,43.4210719904,"(43.42107199040, -73.70970000000)"
First Methodist Episcopal Church of ROme,Oneida,01/29/2010,09NR05984,-75.4578,43.216423841,"(43.21642384100, -75.45780000000)"
"Masonic Temple, Newport Lodge No. 455 F. & A.M.",Herkimer,01/13/2010,08NR05965,-75.0128,43.1838011196,"(43.18380111960, -75.01280000000)"
Edward W. Stanley Recreation Center,Oneida,02/17/2010,09NR05985,-75.3768,43.0536148298,"(43.05361482980, -75.37680000000)"
New Scotland Presbyterian Church & Cemertery,Albany,08/29/2010,09NR05983,-73.9063,42.6306728985,"(42.63067289850, -73.90630000000)"
Chalmers Knitting Mill,Montgomery,02/22/2011,09NR05986,-74.1964,42.9353933867,"(42.93539338670, -74.19640000000)"
Willsboro School,Essex,03/31/2010,09NR06077,-73.3901,44.3647417084,"(44.36474170840, -73.39010000000)"
Mt. Van Hoevenberg Olympic Bobsled Run,Essex,02/04/2010,07NR05788,-73.9285,44.2122090692,"(44.21220906920, -73.92850000000)"
Mt. Van Hoevenberg Olympic Bobsled Run,Essex,02/04/2010,07NR05788,-73.9277,44.2156397044,"(44.21563970440, -73.92770000000)"
Tuckahoe High School,Westchester,02/24/2010,07NR05831,-73.8118,40.9429884042,"(40.94298840420, -73.81180000000)"
Methodist Episcopal Church,Warren,02/17/2010,09NR06078,-73.9298,43.4256090466,"(43.42560904660, -73.92980000000)"
Walsh-Havemeyer House,Orange,03/23/2010,09NR06082,-74.0182,41.4896124051,"(41.48961240510, -74.01820000000)"
Vestal Central School,Broome,02/22/2010,09NR06079,-76.0511,42.0848134717,"(42.08481347170, -76.05110000000)"
Rowe-Lant Farm,Columbia,03/23/2010,09NR06038,-73.5355,42.4054356132,"(42.40543561320, -73.53550000000)"
Temple Beth El of Borough Park,Kings,04/27/2010,09NR06084,-73.9874,40.632798509,"(40.63279850900, -73.98740000000)"
Elmendorf Reformed Church,New York,04/27/2010,09NR06085,-73.9383,40.8016687509,"(40.80166875090, -73.93830000000)"
Holy Trinity Roman Catholic Church Complex,Niagara,06/11/2010,10NR06089,-79.044,43.0864642913,"(43.08646429130, -79.04400000000)"
Moser Farm,Lewis,07/30/2010,10NR06102,-75.332,43.8918797062,"(43.89187970620, -75.33200000000)"
"Collins, Jonathan C., House and Cemetery",Lewis,11/09/1988,90NR01193,-75.4104,43.5617104437,"(43.56171044370, -75.41040000000)"
Rushmore Family Farm,Greene,06/18/2010,10NR06093,-73.8581,42.25295386,"(42.25295386000, -73.85810000000)"
Parkway Theater,Kings,03/31/2010,08NR05944,-73.9217,40.6682281988,"(40.66822819880, -73.92170000000)"
Newburgh Colored Burial Ground,Orange,03/31/2010,09NR06081,-74.0212,41.5010719833,"(41.50107198330, -74.02120000000)"
Rochester Fire Department Headquarters and Shops,Monroe,10/21/1985,90NR01520,-77.6041,43.1612465865,"(43.16124658650, -77.60410000000)"
Owasco Reformed Church,Cayuga,04/27/2010,10NR06092,-76.4653,42.8546960887,"(42.85469608870, -76.46530000000)"
Hiram Griggs House,Albany,07/19/2010,09NR06052,-74.0352,42.7016172982,"(42.70161729820, -74.03520000000)"
Margaret Reaney Memorial Library,Montgomery,04/16/2012,10NR06106,-74.6768,42.9968339201,"(42.99683392010, -74.67680000000)"
Onondaga Highlands-Swaneola Heights Historic District,Onondaga,08/30/2010,09NR06068,-76.1674,43.0307083119,"(43.03070831190, -76.16740000000)"
St. Andrewâs Episcopal Church,Erie,06/09/2010,10NR06090,-78.8276,42.9489497728,"(42.94894977280, -78.82760000000)"
Christ Lutheran Church and Parsonage,Ulster,05/28/2010,09NR06086,-74.3928,41.7149322887,"(41.71493228870, -74.39280000000)"
Barnes-Hiscock House (Corinthian Club),Onondaga,07/30/2010,10NR06087,-76.1367,43.0573725286,"(43.05737252860, -76.13670000000)"
Saint Paul's Armenian Apostolic Church (Park Avenue Methodist Church),Onondaga,06/09/2010,10NR06088,-76.1705,43.0517136684,"(43.05171366840, -76.17050000000)"
Pelham Picture House,Westchester,05/28/2010,04NR05247,-73.8117,40.9073436304,"(40.90734363040, -73.81170000000)"
Olivet Chapel (St. John's AUMP Church),Orange,06/09/2010,10NR06099,-74.328,41.4012535703,"(41.40125357030, -74.32800000000)"
William H. Sabine House,Onondaga,05/28/2010,09NR06043,-76.1501,42.9987563624,"(42.99875636240, -76.15010000000)"
Hazelhurst,Onondaga,05/28/2010,05NR05498,-76.4189,42.9441515619,"(42.94415156190, -76.41890000000)"
Niagara Hudson (Niagara Mohawk) Building,Onondaga,06/14/2010,09NR06067,-76.1569,43.051122423,"(43.05112242300, -76.15690000000)"
Rufus and Flora Bates House,Tompkins,08/29/2010,08NR05882,-76.4924,42.4383003341,"(42.43830033410, -76.49240000000)"
Silvernail House,Columbia,06/11/2010,10NR06100,-73.6221,42.0279474648,"(42.02794746480, -73.62210000000)"
Forth House,Columbia,06/11/2010,10NR06101,-73.7876,42.1363946055,"(42.13639460550, -73.78760000000)"
Hotel Lafayette,Erie,08/19/2010,10NR06114,-78.8729,42.8848908986,"(42.88489089860, -78.87290000000)"
Spanish-American War Monument to the 71st Regiment,Westchester,01/14/2011,09NR06061,-73.8605,40.9884815474,"(40.98848154740, -73.86050000000)"
"Sage, Simeon, House [Sage-Marlowe House]",Monroe,01/29/2010,09NR06011,-77.7566,43.0192793287,"(43.01927932870, -77.75660000000)"
First Baptist Church of Mumford,Monroe,03/23/2010,09NR06062,-77.8598,42.9903495934,"(42.99034959340, -77.85980000000)"
Presbyterian Church of Atlanta,Steuben,02/17/2010,09NR06057,-77.4732,42.5532974852,"(42.55329748520, -77.47320000000)"
"Gerrty, William S., House",Chemung,02/22/2010,09NR06058,-76.8027,42.0939412077,"(42.09394120770, -76.80270000000)"
"Brand, John, Jr., House",Chemung,02/22/2010,09NR06059,-76.7969,42.0853216018,"(42.08532160180, -76.79690000000)"
Chilton Avenue- Orchard Parkway Historic District,Niagara,08/30/2010,10NR06119,-79.0555,43.1004606589,"(43.10046065890, -79.05550000000)"
Union Savings Bank,Suffolk,06/11/2010,10NR06094,-73.0149,40.7644274615,"(40.76442746150, -73.01490000000)"
"Harrison, Edward, House [Alumni House]",Monroe,10/22/2010,10NR06104,-77.9431,43.2115764229,"(43.21157642290, -77.94310000000)"
Chenango Canal and Lock 107,Broome,06/18/2010,08NR05950,-75.8399,42.240519144,"(42.24051914400, -75.83990000000)"
133 East 80th Street,New York,08/16/2010,10NR06121,-73.9585,40.7759197654,"(40.77591976540, -73.95850000000)"
Park Avenue Historic District,New York,08/29/2010,10NR06107,-73.9563,40.7814704511,"(40.78147045110, -73.95630000000)"
School House #10,Cattaraugus,10/01/2010,10NR06128,-78.4347,42.0750290316,"(42.07502903160, -78.43470000000)"
Walter's Hot Dog Stand,Westchester,06/11/2010,10NR06097,-73.7474,40.9432675584,"(40.94326755840, -73.74740000000)"
Sweet Briar,Livingston,03/29/2010,08NR05919,-77.8316,42.7708619955,"(42.77086199550, -77.83160000000)"
Sweet Briar,Livingston,03/29/2010,08NR05919,-77.8339,42.7695126894,"(42.76951268940, -77.83390000000)"
Sweet Briar,Livingston,03/29/2010,08NR05919,-77.8309,42.7763149314,"(42.77631493140, -77.83090000000)"
Frank Melville Memorial Park,Suffolk,07/19/2010,10NR06095,-73.1168,40.9467026789,"(40.94670267890, -73.11680000000)"
Frank Melville Memorial Park,Suffolk,07/19/2010,10NR06095,-73.1156,40.9464031738,"(40.94640317380, -73.11560000000)"
Frank Melville Memorial Park,Suffolk,07/19/2010,10NR06095,-73.115,40.9455653826,"(40.94556538260, -73.11500000000)"
Frank Melville Memorial Park,Suffolk,07/19/2010,10NR06095,-73.1152,40.9480870939,"(40.94808709390, -73.11520000000)"
Overlook,Herkimer,07/19/2010,09NR06072,-74.8609,43.0484943218,"(43.04849432180, -74.86090000000)"
Morse Cobblestone Farmhouse,Niagara,08/30/2010,10NR06132,-78.7985,43.280541079,"(43.28054107900, -78.79850000000)"
The Oppenheim and St. Johnsville Union Society Church,Fulton,07/19/2010,09NR06070,-74.7145,43.0398081001,"(43.03980810010, -74.71450000000)"
Rosendale Common School,Schenectady,07/19/2010,09NR06074,-73.8605,42.7958594211,"(42.79585942110, -73.86050000000)"
Erskine L. Seeley House,Delaware,08/30/2010,10NR06108,-74.6134,42.4078026786,"(42.40780267860, -74.61340000000)"
Moore-Howland Estate,Greene,08/30/2010,10NR06129,-73.8563,42.2296254173,"(42.22962541730, -73.85630000000)"
Torry-Chittenden Farmhouse,Greene,08/30/2010,10NR06122,-74.1872,42.3995535561,"(42.39955355610, -74.18720000000)"
Croghan Island Mill,Lewis,07/30/2010,09NR06053,-75.3925,43.8982836481,"(43.89828364810, -75.39250000000)"
Pillsbury Mountain Fire Observation Station,Hamilton,09/09/2010,06NR05674,-74.499,43.5841601621,"(43.58416016210, -74.49900000000)"
Caspar Getman Farmstead,Montgomery,08/30/2010,10NR06135,-74.5118,42.9588823272,"(42.95888232720, -74.51180000000)"
Park Place Historic District,Niagara,10/01/2010,10NR06113,-75.0044,43.6984326591,"(43.69843265910, -75.00440000000)"
Tunnicliff-Jordan House,Otsego,09/24/2010,10NR06109,-74.9919,42.8541789858,"(42.85417898580, -74.99190000000)"
Teoronto Block Historic District,Monroe,09/24/2010,09NR06060,-77.6192,43.1617730152,"(43.16177301520, -77.61920000000)"
Zink Block,Erie,12/07/2010,10NR06146,-78.8883,42.9058554612,"(42.90585546120, -78.88830000000)"
Rockwell Mills Historic District,Chenango,08/30/2010,10NR06110,-75.3896,42.4482040274,"(42.44820402740, -75.38960000000)"
Telluride House,Tompkins,02/22/2011,10NR06127,-76.487,42.4458328195,"(42.44583281950, -76.48700000000)"
Abraham Sternberg House,Schoharie,09/08/2010,10NR06136,-74.304,42.7016316395,"(42.70163163950, -74.30400000000)"
Abraham Sternberg House,Schoharie,09/08/2010,10NR06136,-74.3065,42.7007389744,"(42.70073897440, -74.30650000000)"
The Rev. Paul Cuffee Gravesite,Suffolk,10/08/2010,10NR06096,-72.5107,40.8822502638,"(40.88225026380, -72.51070000000)"
St. Ann's Episcopal Church and Rectory,Suffolk,08/30/2010,01NR01780,-73.0755,40.7361846263,"(40.73618462630, -73.07550000000)"
Frank W. Smith House,Suffolk,09/24/2010,10NR06145,-73.4118,40.6742640796,"(40.67426407960, -73.41180000000)"
Sardinia Old Town Hall,Erie,12/23/2008,08NR05922,-78.5088,42.5494911884,"(42.54949118840, -78.50880000000)"
Thendara Historic District,Herkimer,11/11/2010,10NR06115,-79.0579,43.0947635218,"(43.09476352180, -79.05790000000)"
Kensington Gardens Apartment Complex,Erie,12/07/2010,10NR06153,-78.8002,42.9410961034,"(42.94109610340, -78.80020000000)"
North Hillsdale Methodist Church,Columbia,10/01/2010,10NR06138,-73.5081,42.2373513292,"(42.23735132920, -73.50810000000)"
Chapel + Cultural Center,Rensselaer,02/22/2011,10NR06126,-73.6724,42.7317716463,"(42.73177164630, -73.67240000000)"
Witthoefft Residence,Westchester,02/22/2011,10NR06124,-73.7365,41.1284858985,"(41.12848589850, -73.73650000000)"
Abraham Best House,Saratoga,07/14/2011,10NR06157,-73.8258,42.8121350154,"(42.81213501540, -73.82580000000)"
Nathan Garnsey House,Saratoga,01/12/2012,10NR06163,-73.8661,42.869631164,"(42.86963116400, -73.86610000000)"
Cyrus Rexford House,Saratoga,01/14/2011,10NR06156,-73.8893,42.8555507339,"(42.85555073390, -73.88930000000)"
Jonesville Store,Saratoga,01/14/2011,10NR06160,-73.8234,42.9102659747,"(42.91026597470, -73.82340000000)"
Mohawk Valley Grange,Saratoga,04/03/2012,10NR06162,-73.8435,42.8333737639,"(42.83337376390, -73.84350000000)"
Houser-Conklin House,Rockland,10/01/2010,10NR06142,-74.066,41.1343848963,"(41.13438489630, -74.06600000000)"
The Robertson-Cataract Building,Erie,12/08/2012,10NR06171,-78.8795,42.8884734796,"(42.88847347960, -78.87950000000)"
"Brand, John, Sr., House",Chemung,11/10/2010,10NR06117,-76.7958,42.0845095259,"(42.08450952590, -76.79580000000)"
Gold Seal Winery,Steuben,11/28/2010,10NR06130,-77.1843,42.45671063,"(42.45671063000, -77.18430000000)"
Woman's Club of White Plains,Westchester,10/20/2010,09NR06010,-73.7485,41.0062746703,"(41.00627467030, -73.74850000000)"
Louis A. and Laura Stirn House,Richmond,11/12/2010,10NR06149,-74.0878,40.6284896764,"(40.62848967640, -74.08780000000)"
Van Salsbergen House,Columbia,11/14/2010,10NR06139,-73.7702,42.2714943287,"(42.27149432870, -73.77020000000)"
"Mapes, Mortimer L., House & Seward Homestead",Orange,11/29/2011,10NR06166,-74.3558,41.3331201315,"(41.33312013150, -74.35580000000)"
Grace Episcopal Church,Orange,11/29/2010,05NR05543,-74.4199,41.4467754122,"(41.44677541220, -74.41990000000)"
"Beakes, John G., House",Orange,11/29/2010,10NR06167,-74.4267,41.4479726631,"(41.44797266310, -74.42670000000)"
Dr. Richard Pasternack House,Suffolk,11/15/2010,10NR06169,-73.204,40.7256428035,"(40.72564280350, -73.20400000000)"
Ceres School,Allegany,12/07/2010,10NR06143,-78.2727,41.9992533605,"(41.99925336050, -78.27270000000)"
Saint Luke's Episcopal Church,Queens,11/10/2010,10NR06147,-73.8447,40.7140094943,"(40.71400949430, -73.84470000000)"
"Simonds, L.C., Adirondack Cabin",Washington,11/29/2010,10NR06165,-73.4243,43.61548093,"(43.61548093000, -73.42430000000)"
Wallabout Historic District,Kings,04/27/2011,10NR06174,-73.969,40.6945425027,"(40.69454250270, -73.96900000000)"
Shepards Settlement Cemetery,Onondaga,11/29/2010,10NR06144,-76.3949,42.9950473067,"(42.99504730670, -76.39490000000)"
"McNish, Alexander, House",Washington,11/29/2010,10NR06098,-73.3464,43.1657589925,"(43.16575899250, -73.34640000000)"
The Edwards Homestead,Suffolk,12/07/2010,10NR06170,-73.0792,40.7315410173,"(40.73154101730, -73.07920000000)"
The Calumet,Erie,11/29/2010,10NR06152,-78.8749,42.8901867998,"(42.89018679980, -78.87490000000)"
University Park Historic District,Erie,05/11/2011,10NR06175,-78.8241,42.9563286092,"(42.95632860920, -78.82410000000)"
Hazard Sheldon House,Niagara,05/11/2011,10NR06176,-79.0578,43.0918367057,"(43.09183670570, -79.05780000000)"
Greenfield Preparative Meeting House,Sullivan,11/29/2010,10NR06155,-74.5528,41.8543761585,"(41.85437615850, -74.55280000000)"
Stoddard-OâConnor House,Lewis,06/23/2011,10NR06179,-75.4909,43.7871725031,"(43.78717250310, -75.49090000000)"
JOHN S PHIPPS ESTATE  (Boundary Increase) (Old Westbury Gardens),Nassau,01/10/2011,09NR06080,-73.5958,40.7736691103,"(40.77366911030, -73.59580000000)"
Old Glen Cove Post Office,Nassau,11/29/2010,10NR06161,-73.6294,40.8640815951,"(40.86408159510, -73.62940000000)"
Van Wie Farmstead,Montgomery,07/14/2011,10NR06181,-74.5252,42.9028283815,"(42.90282838150, -74.52520000000)"
United States Post Office-Madison Square Station,New York,05/11/1989,90NR00717,-73.9836,40.739562363,"(40.73956236300, -73.98360000000)"
"304 Park Avenue South, Building at",New York,03/15/2005,04NR05362,-73.987,40.7401632428,"(40.74016324280, -73.98700000000)"
Flatiron Building,New York,11/20/1979,90NR00917,-73.9897,40.7410123029,"(40.74101230290, -73.98970000000)"
69TH Regiment Armory,New York,01/28/1994,93NR00513,-73.9842,40.7413638064,"(40.74136380640, -73.98420000000)"
Church of the Holy Communion and Buildings,New York,04/17/1980,90NR00664,-73.9937,40.7410382328,"(40.74103823280, -73.99370000000)"
Trinity Chapel Complex,New York,12/16/1982,90NR00944,-73.9899,40.7437779196,"(40.74377791960, -73.98990000000)"
Metropolitan Life Insurance Company Complex,New York,01/19/1996,95NR00822,-73.9865,40.741522189,"(40.74152218900, -73.98650000000)"
Metropolitan Life Insurance Company Complex,New York,01/19/1996,95NR00822,-73.9869,40.7409095426,"(40.74090954260, -73.98690000000)"
Buffalo Seminary,Erie,05/11/2011,10NR06177,-78.8745,42.9245206929,"(42.92452069290, -78.87450000000)"
Franklin Delano Roosevelt High School,Dutchess,01/07/2011,10NR06164,-73.9061,41.7725582364,"(41.77255823640, -73.90610000000)"
Rye Meeting House (Milton Chapel),Westchester,01/14/2011,04NR05215,-73.6892,40.9590298025,"(40.95902980250, -73.68920000000)"
Bird Homestead,Westchester,02/22/2010,09NR06069,-73.6892,40.9595927184,"(40.95959271840, -73.68920000000)"
